source,article_url,title,date,shortened_full_text
BBC,https://www.bbc.com/news/articles/cx2y5zvkq18o,"Turkey hotel lift death was murder, says brother",5 Dec 2024,"A 20-year-old British tourist found dead in a lift shaft in Turkey was murdered, his brother has claimed. The BBC has contacted Turkish police for comment. Mr Kerry arrived in Turkey with his grandparents, girlfriend Molly and other relatives on 27 November."
BBC,https://www.bbc.com/news/articles/c9385j3zdw9o,Lift shaft death turned holiday into a 'nightmare',3 Dec 2024,"A dream family holiday to Turkey turned into a ""living nightmare"" after a British man was found fatally injured in a lift shaft, his grandmother has said. His grandmother, Collette Kerry, said Turkish police told her they were treating his death as suspicious and mystery still surrounds it. The family arrived in Turkey on Wednesday, but less than 36 hours after arriving at the hotel Mr Kerry was found dead. The couple said it had been ""extremely frustrating"" trying to get answers from hotel staff and police in Turkey and said at times it felt like they were ""banging their heads against a brick wall"". The BBC has contacted Turkish police for comment."
BBC,https://www.bbc.com/news/articles/c1knkx1z8zgo,Holidaymaker killed in Turkey lift-shaft incident,1 Dec 2024,"A 20-year-old British man has died after being found fatally injured in a lift shaft while on a family holiday in Turkey. A UK government spokeswoman said: ""We are assisting the family of a British man who has died in Turkey."""
BBC,https://www.bbc.com/news/videos/c5ygryl0kkno,Moment world's tallest woman and shortest woman meet,21 Nov 2024,"Footage shows Rumeysa Gelgi, a researcher from Turkey, towering over Jyoti Amge, an actor from India, who stand at 2 metres and 15.16cm (7ft 0.7), and 62.8cm (24.7in), respectively."
BBC,https://www.bbc.com/news/articles/c86qd99nqgyo,"Hamas leaders no longer in Doha but office not permanently closed, Qatar says",19 Nov 2024,"But they said it was likely Hayya was in Turkey as he had travelled there several times over the past two months. On Monday, Hamas said in a Telegram statement that sources in the group had “denied what some Israeli media outlets had circulated about Hamas leadership leaving Qatar to Turkey"". It followed a similar denial from the Turkish foreign ministry, with sources telling the Turkish news channel NTV: ""Hamas political bureau members visit Turkey from time to time. Allegations that the Hamas political bureau moved to Turkey do not reflect the truth.” He also declined to speculate on whether there would be any consequences for Turkey as a Nato ally if it did take in the Hamas leaders. Turkey does not consider Hamas a terrorist organisation - unlike Israel, the US, the UK and many other Western countries - and members of the group often spend time there. Turkish President Recep Tayyip Erdogan has defended Hamas as a resistance movement and been fiercely critical of Israel’s military campaign in Gaza."
BBC,https://www.bbc.com/news/articles/c79zj7rz3l4o,Turkish strikes in Syria cut water to one million people,19 Nov 2024,"Turkish air strikes in drought-struck north-east Syria have cut off access to electricity and water for more than a million people, in what experts say may be a violation of international law. Turkey carried out more than 100 attacks between October 2019 and January 2024 on oil fields, gas facilities and power stations in the Kurdish-held Autonomous Administration of North and East Syria (AANES), according to data collated by the BBC World Service. Turkey said it had targeted the “sources of income and capabilities” of Kurdish separatist groups it regards as terrorists. The AANES has previously accused Turkey of seeking to “destroy our people’s existence”. People living in the region have been caught up not only in Syria’s ongoing civil war but also in Turkey’s conflict with Kurdish-led forces, who established the AANES in 2018 after they - with support from the US-led coalition - drove the Islamic State (IS) group out of the region. Turkey’s President, Recep Tayyip Erdogan, has described the AANES - which is not officially recognised by the international community - as a “terror state” next to its border. The Turkish government considers the Kurdish militia that dominates the main military force there to be an extension of the Kurdistan Workers’ Party (PKK) rebel group, which has fought for Kurdish autonomy in Turkey for decades. The PKK is designated as a terrorist organisation by Turkey, the EU, the UK and the US. The UN says Turkish forces carried out the strikes in Swadiyah, Amuda and Qamishli, while humanitarian groups say Turkey was behind the attack in Darbasiyah. Turkey said it had been targeting the PKK, the People's Protection Units (YPG) and the Kurdish Democratic Union Party (PYD). “Civilians or civilian infrastructure were not among our targets and have never been,” Turkey said in a statement to the BBC. But in 2019, Turkey took control of the Ras Al-Ain area, where Alouk is situated, saying it needed to establish a “safe zone” to protect the country from what it described as terrorist attacks."
BBC,https://www.bbc.com/news/articles/c62j595g0z0o,Dozens of medics tried in Turkey over baby deaths,18 Nov 2024,"Forty-seven people have gone on trial in Turkey in connection with an alleged scam in which newborns were transferred between hospitals for profit. As the trial opened, dozens of people took part in a protest outside the courthouse near Istanbul, chanting ""baby killers will be held accountable” and ""private hospitals should be shut down"", AP adds."
BBC,https://www.bbc.com/sport/football/videos/cn0dyzwwyxeo,No easy route to World Cup for Wales - Bellamy,15 Nov 2024,"Wales, who are second in Group B4, face leaders Turkey in Kayseri on Saturday before taking on Iceland in their final Nations League match in Cardiff next Tuesday."
BBC,https://www.bbc.com/sport/football/articles/ce3yk16n7dko,Wales' Roberts hopes to play for Swansea again,14 Nov 2024,"Nations League: Turkey v Wales They are back in action at Bristol City on 23 November, but Roberts' immediate focus is on Wales' Nations League games in Turkey this Saturday and at home to Iceland next Tuesday."
BBC,https://www.bbc.com/sport/football/articles/c99r7mvj8g3o,Pick your Wales team and tactics for Turkey,13 Nov 2024,"Nations League: Turkey v Wales A win against Turkey in Kayseri on Saturday would give Wales the chance to clinch promotion to Division A in their final match at home to Iceland three days later. So who would you pick to start for Wales in Turkey? Bellamy will again be without Aaron Ramsey and Ethan Ampadu for the game against Turkey, while Ollie Cooper is missing, having featured throughout this Nations League campaign. But he has also used 4-4-1-1 and, in the group-opening goalless draw at home against Turkey,  4-3-3. A win in Kayseri would put Wales in the driving seat to win the group, while any other result would mean Turkey would have to drop points in their final fixture in Montenegro on Tuesday for Bellamy's men to have hope of finishing top."
BBC,https://www.bbc.com/news/articles/cdd0r31md7no,Mother-of-two dies during Turkey weight-loss op,11 Nov 2024,"A driving examiner who went to Turkey for a weight-loss operation bled to death after the surgery went wrong, an inquest has heard. The inquest was told Mrs Savage had contacted a health travel firm called Regenesis Health Travel at the start of July 2023, and within 24 hours had signed up for surgery a month later in Turkey."
BBC,https://www.bbc.com/sport/football/articles/c748jzgnxjgo,Wales suffer Moore blow for Nations League games,11 Nov 2024,"Nations League: Turkey v Wales Striker Kieffer Moore has been ruled out of Wales' Nations League games against Turkey and Iceland this month. Wales go to Group B leaders Turkey on Saturday, 16 November at Kadir Has Stadium, in Kayseri before hosting Iceland at Cardiff City Stadium the following Tuesday. Unbeaten in four games under Bellamy, victory over the Group B4 leaders Turkey would put Wales on course to wrap up promotion to League A in their final fixture three days later."
BBC,https://www.bbc.com/news/articles/c4gx57j38ljo,'I thought she was dead': Teen hit by paraglider on family holiday,10 Nov 2024,"Lily Nichol, 15, from Chester-le-Street in County Durham, was injured on Friday on the final day of her holiday in Oludeniz, a resort town in southwest Turkey. The family have been in contact with the British Embassy in Turkey. The Foreign, Commonwealth and Development Office told the BBC: ""We are providing support to a British girl and her family following an accident in Turkey."""
BBC,https://www.bbc.com/news/articles/c36pxgdgd2ko,Man escorted off plane in Turkey later found dead,7 Nov 2024,"Ben Crook travelled to Antalya, Turkey, with his partner and her two children to celebrate his 32nd birthday on 23 September. An argument with his partner led to him being escorted off the plane when it landed in Turkey, and he was last seen in Kaleiçi, the old town district of Antalya, before he disappeared."
BBC,https://www.bbc.com/news/articles/clyv2610n6qo,'We live in fear' - forced expulsions taint Kenya's safe haven image,7 Nov 2024,"Their concerns come after masked men abducted at gunpoint four Turkish refugees in the capital, Nairobi, last month -  the latest in a series of such cases in the East African state. Kenyan authorities said the four, who were recognised by the UN as refugees, were deported at the request of the Turkish government, which wants them on treason charges. In the end, realpolitik triumphed, with Kenya not prepared to jeopardise its closer ties with Turkey, which saw the two countries sign a military co-operation agreement in July. The fate of the Turkish nationals since their deportation remains unclear. The four were believed to be part of the Gulen movement, named after the Turkish Muslim cleric Fethullah Gulen, which ran schools in Kenya and other parts of the world. Their deportation came soon after Gulen, whom Turkey accused of plotting a failed coup in 2016, died, suggesting that Turkey exploited his death to crack down on his supporters."
BBC,https://www.bbc.com/news/articles/crr957ee559o,Kurdish militant group behind attack on Turkish aerospace firm,25 Oct 2024,"A Kurdish militant group has said it was responsible for an attack on a state-owned defence manufacturer's headquarters near the Turkish capital, Ankara, which saw five people killed. The PKK said it had targeted Turkish Aerospace Industries (TAI) on Wednesday because the arms it produced had killed ""thousands"" of Kurds, including women and children. In a statement, the group said the attack, which also saw 22 people injured, was ""planned a long time ago"" - apparently rebuffing claims that the attack was an attempt to frustrate rumoured reconciliation efforts between the PKK and Turkish government. TAI is a key supplier for Turkey's military, providing its F-16 fighter jets. The Turkish government had previously implicated the PKK in the attack, identifying the assailants as PKK members Ali Orek and Mine Sevjin Alcicek. Turkey says it killed 59 ""terrorists"" in the strikes - though the Kurdish-led Syrian Democratic Forces said 12 civilians were among the dead, including children. The Ministry of Defence said Turkish forces had since killed more PKK militants. The Kurdistan Workers' Party (PKK) is banned as a terrorist organisation in Turkey, the US and UK, and has been fighting against the Turkish state since the 1980s for greater rights for the country’s significant Kurdish minority. Turkish President Recep Tayyip Erdogan called the attack ""heinous"". TAI is a major player in Turkey’s aerospace industry, designing, developing and manufacturing various aircraft for commercial and military use. As well as being the Nato member's licensed manufacturer of US-designed F-16 fighter jets, the company also plays a role in modernising older aircraft for the Turkish military. The HPG said it ""does not take actions frequently as a principle"", but occasionally carried out ""self-sacrificing"" acts that served as ""warnings and messages"" to the Turkish government. The victims were named by Turkey's state-run news agency as TAI employees Cengiz Coskun, Zahide Guclu, Atakan Sahin Erdogan, Huseyin Canbaz, as well as taxi driver Murat Arslan. The HPG also said Wednesday's attack was ""nothing to do with the political agenda debated in Turkey in the last month""."
BBC,https://www.bbc.com/news/articles/c937p1vzrx0o,Turkey strikes Kurdish sites after attack kills five near Ankara,24 Oct 2024,"Turkey's government says its military has struck sites in Iraq and Syria linked to Kurdish militant group the PKK, after blaming it for an attack near Ankara that killed at least five people. The Turkish government said that the strikes since Wednesday had killed 59 people it described as ""terrorists"". Various videos from the attack earlier on Wednesday show at least two people firing guns around the entrance of Turkish Aerospace Industries (TAI), which is located some 40km (25 miles) outside the capital. The Turkish defence ministry said that since Wednesday night and Thursday morning, its strikes had “successfully eliminated” 47 targets including caves, shelters, warehouses and other facilities in northern Iraq and Syria. The Kurdistan Workers' Party (PKK) is banned as a terrorist organisation in Turkey, the US and UK, and has been fighting against the Turkish state since the 1980s for greater rights for the country’s significant Kurdish minority. The Kurdish-led Syrian Democratic Forces (SDF) said on Thursday morning that Turkey had launched a ""new wave"" of attacks, including on ""civilian gatherings"", killing 12 people. According to the the Syrian Observatory for Human Rights, Turkish warplanes and drones targeted infrastructure in northern and eastern Syria. The watchdog said Turkish forces resumed attacks on Thursday morning, with targets including a checkpoint near a train station, a bakery and power station. The Turkish defence ministry said earlier that ""all kinds of precautions were taken to prevent harm to innocent civilians, friendly elements, historical and cultural assets and the environment"". Turkish Vice-President Cevdet Yilmaz said four of the victims of Wednesday's attack near Ankara were TAI employees, while the fifth was a taxi driver. The victims were named by Turkey's state-run news agency as Cengiz Coskun, a quality control officer, Zahide Guclu, a mechanical engineer, security guard Atakan Sahin Erdogan, another employee called Huseyin Canbaz and Murat Arslan, the taxi driver. UK Prime Minister Sir Keir Starmer said he was ""appalled"" by the attack in Ankara. In a post on X, he wrote: ""We stand shoulder to shoulder with Turkey as a Nato ally and close friend."""
BBC,https://www.bbc.com/news/videos/c20g74gyjqlo,How did the Turkey attack unfold?,24 Oct 2024,The Turkish government has said at least five people were killed after an attack on aerospace company - TAI - which manufactures drones and jets for the military. Turkey has said it was a terrorist attack - and launched strikes on armed separatist group the PKK in response.
BBC,https://www.bbc.com/news/articles/cwyg565e8wpo,At least five dead in attack at Turkish aviation company,24 Oct 2024,"At least five people have been killed and 22 injured in an attack at the headquarters of an aviation company near the Turkish capital Ankara, authorities have confirmed. Turkey's defence ministry announced late on Wednesday that air strikes had been launched at Kurdish rebel targets in northern Iraq and northern Syria. Various videos from the attack earlier on Wednesday show at least two people firing guns around the entrance of Turkish Aerospace Industries (TAI), which is located some 40km (25 miles) outside the capital. Turkish Vice President Cevdet Yilmaz said four of the victims were TAI employees while the fifth was a taxi driver. The PKK is banned as a terrorist organisation in Turkey, the US and UK, and has been fighting against the Turkish state since the 1980s for greater rights for the country’s significant Kurdish minority. Turkish President Recep Tayyip Erdogan - who is in Russia for the Brics summit - condemned what he called a ""vile terror attack"" during a meeting with Russian President Vladimir Putin, in remarks broadcast live on TV. Turkish authorities have imposed a media blackout on details of the attack, and users in large areas of the country have reported not being able to use social media sites like YouTube, Instagram, Facebook and X. The president of Turkey’s Radio and TV Supreme Council, Ebubekir Sahin, warned that all images relating to the incident should be removed from social media, and urged users not to share images which “will serve the purpose of terrorism”. TAI is a key player in Turkey’s aerospace industry, designing, developing and manufacturing various aircraft for commercial and military use. TAI also plays a role in modernising older aircraft for use by the Turkish military. The firm's two principal owners are the Turkish Armed Forces and a civilian arm of Turkey's government charged with improving its defence capabilities and managing military procurement. The blast took place as a major trade fair for defence and aerospace industries was going on in Istanbul this week."
BBC,https://www.bbc.com/news/videos/c5y58237p7ko,Videos show how Ankara attack unfolded,23 Oct 2024,"At least five people have been killed and 14 injured in an attack at the headquarters of an aviation company near the Turkish capital Ankara, authorities have confirmed. Interior Minister Ali Yerlikaya said that two attackers were also killed in the incident at Turkish Aerospace Industries (TAI), and later said one of them was female. TAI is a key player in Turkey’s aerospace industry, designing, developing and manufacturing various aircraft for commercial and military use. Read more: Attack at Turkish aviation company"
BBC,https://www.bbc.com/news/articles/cvgwg5n0y0lo,UN 'deeply concerned' Kenya returned Turkish refugees,21 Oct 2024,"The UN's refugee agency (UNHCR) has said it is ""deeply concerned"" by news that four refugees were returned to Turkey from Kenya. The four were repatriated at the request of the Turkish government, Kenya's foreign ministry said. A British national told the BBC he and several Turkish citizens had been kidnapped by masked men. Kenya's foreign ministry said it had agreed to Turkey's request to repatriate the four men because of the country's ""robust historical and strategic relations"" with Turkey, and that it had been assured the refugees would be ""treated with dignity"". The four are believed to be followers of the Gulen movement, a powerful Islamic community with followers in Turkey and worldwide, whose leader has just died. Known as Hizmet or ""service"" in Turkey, it was blamed for a 2016 coup attempt and later declared a terrorist organisation. Turkish authorities have not yet commented on the repatriation. The British national, Necdet Seyitoğlu, told the BBC six other people he knew - all Turkish citizens - were also abducted in the same manner from different locations in Nairobi. Turkey's relationships with African countries has grown over the past 20 years, with President Recep Tayyip Erdogan seeking to strengthen ties. But Kenya's close ties with Turkey go even further back. In 1999, Kurdish separatist leader Abdullah Öcalan was apprehended by Turkish forces in the country and taken back home where he was put on trial, and later convicted, for treason."
BBC,https://www.bbc.com/news/articles/cy80638zgndo,Turkish cleric accused of planning failed 2016 coup dies,21 Oct 2024,"Fethullah Gulen, the Turkish cleric accused of masterminding a bloody attempted coup in 2016, has died aged 83, the Turkish foreign minister has confirmed. The cleric, who had been living in self-imposed exile in the US, died after being admitted to a Pennsylvania hospital, according to reports in Turkish media. Sometimes described as Turkey's second most powerful man, Gulen was the spiritual leader of the Gulen movement, a powerful Islamic community with followers in Turkey and worldwide. Turkey’s President Recep Tayyip Erdogan blamed the Gulen movement for the 2016 attempted coup, accusations Gulen denied. Speaking at a press conference in Ankara, Foreign Minister Hakan Fidan said intelligence sources had confirmed Gulen's death, describing him as the leader of a ""dark organisation"". Gulen rose to prominence by arguing that young people in Turkey had lost their way and education was the best response. His movement - known in Turkey as Hizmet or ""service"" - first gained a foothold running schools, and it went on to open educational institutions across Turkey and around the world. Hizmet was once an ally of Erdogan's, but the Turkish president turned on the movement in 2013, vowing to shut down hundreds of its schools and rid the government of Gulenists, who he called a ""state within a state"". Gulen-allied police officers were accused of carrying out raids against Erdogan's allies, and the Turkish government formally declared Hizmet a terrorist organisation in May 2016. Two months later, a faction of the Turkish army attempted to overthrow Erdogan. It said its aim was to protect democracy from the authoritarian Turkish president. Over the course of a violent night, TV stations were raided by soldiers, explosions were heard in Istanbul and Ankara, protesters were shot and the parliament and presidential buildings were fired upon. Turkey requested his extradition to face trial but the US has said it needed to see evidence of his involvement in the coup first. The cleric proved elusive throughout the interview and dodged questions on who he would vote for in the upcoming Turkish elections."
BBC,https://www.bbc.com/news/articles/cz7jxn38lvyo,British national and several Turkish citizens abducted in Kenya,19 Oct 2024,"A British national has told the BBC that he and several Turkish citizens were abducted in the Kenyan capital Nairobi by masked men on Friday, with four of the Turkish citizens still missing. ""Later, one Yusuf Kar, a British national of Turkish origin"" reported to a nearby police station and identified the kidnapped men as Hüseyin Yeşilsu and Necdet Seyitoğlu. Turkish authorities have not yet commented on the incident. Mr Seyitoğlu said six other people he knew - all Turkish citizens - were also abducted in the same manner from different locations in Nairobi. ""Our clients were abducted in Kenya with the aim of being deported back to Turkey where they are victims of political victimisation,"" the lawyers' letter, seen by the BBC, said."
BBC,https://www.bbc.com/news/articles/cjwd5v89110o,Charity cyclist pledges to finish ride after crash,17 Oct 2024,"Harry Satloka had been cycling the 4,970-mile route from Harrogate to Egypt since July, but was taken to hospital on 9 October after being involved in a collision in Eastern Turkey. Describing the incident in Turkey, he said a van had hit him from behind and he could not remember much more about what had happened."
BBC,https://www.bbc.com/news/videos/c2069e13g2xo,Watch: Narrow escape as debris falls during Turkey quake,16 Oct 2024,"Falling debris narrowly missed a group of people in a street in eastern Turkey, after it was hit by an earthquake. A 5.9-magnitude quake struck the city of Elazig in Turkey's Malatya province on Wednesday."
BBC,https://www.bbc.com/news/articles/c1jd7dg5z5lo,Pilot dies flying Turkish Airlines plane from US to Turkey,9 Oct 2024,"A Turkish Airlines pilot has died after becoming ill on his own flight from Seattle on the north-west coast of the United States to Istanbul in Turkey. The Airbus A350 plane landed in New York and plans were then made to fly the passengers on to Turkey from there, he added. Mr Pehlivan had flown with Turkish Airlines since 2007 and had been given a regular health check in early March, which found no health problem that might affect his job, the airline said. Turkey's air traffic controllers' association, TATCA, said he had served the aviation community for many years and offered its condolences to his family, friends and colleagues."
BBC,https://www.bbc.com/news/videos/c07n9rey929o,Why is Turkey deepening its ties with Somalia?,18 Sep 2024,"Amid escalating tensions in the Horn of Africa as Somalia and Ethiopia row over a maritime deal, which has also drawn in Egypt – Turkey has been one party trying to act as mediator. Turkey is well placed as a long-time partner of Somalia, investing in the country for over a decade now."
BBC,https://www.bbc.com/news/articles/cqxrjqz8vrno,Funeral held for US-Turkish activist killed in West Bank,14 Sep 2024,"Hundreds of people have attended the funeral of activist Ayşenur Ezgi Eygi, a joint US-Turkish citizen who was shot dead in the occupied West Bank last week. A guard of honour carried Eygi’s coffin during the funeral ceremony, which took place in her home district of Didim, in western Turkey. Turkey says it was an intentional killing. Eygi's death has inflamed tensions between the two countries, and several Turkish government officials, including Vice President Cevdet Yilmaz, attended the funeral. Mourners carrying Palestinian and Turkish flags were seen crowding outside Didim’s Central Mosque as proceedings took place. Also among the mourners were Turkish Foreign Minister Hakan Fidan, Parliament Speaker Numan Kurtulmus and leader of the opposition Republican People's Party (CHP), Özgür Özel. ""As the Turkish nation, we are fully committed. Prayers were held for Eygi in cities across Turkey, including Istanbul and the capital Ankara. Relations between Turkey and Israel have deteriorated since the Israel-Gaza war began in October 2023. Turkey suspended all imports and exports from Israel in May and Turkish President Recep Tayyip Erdogan has previously labelled Israeli Prime Minister Benjamin Netanyahu the ""the butcher of Gaza""."
BBC,https://www.bbc.com/news/articles/c0l8rgz7rn4o,UN calls for full inquiry into West Bank shooting,7 Sep 2024,"The United Nations has called for a ""full investigation"" into the killing of a US-Turkish woman in the occupied West Bank during a protest on Friday. US Secretary of State Antony Blinken deplored the ""tragic loss"", while Turkish President Recep Tayyip Erdogan branded the Israeli action ""barbaric"". Ms Eygi was born in Antalya, as reported by Turkish media."
BBC,https://www.bbc.com/sport/football/articles/c20l56dvkk8o,Darlow in Wales squad as Ramsey remains skipper,28 Aug 2024,"Bellamy - who was named successor to Page in July - has confirmed that Cardiff City midfielder Aaron Ramsey will remain Wales captain for his first games in charge, the Nations League fixtures against Turkey in Cardiff on Friday, 6 September and in Montenegro three days later. Ipswich Town pair Wes Burns and Nathan Broadhead are absent for Turkey and Montenegro through injury, as is Bournemouth’s David Brooks."
BBC,https://www.bbc.com/news/videos/c1m0ej2dvmgo,Watch: Moment brawl breaks out in Turkish parliament,16 Aug 2024,"This is the moment a discussion over the status of a jailed opposition figure, Can Atalay, sparked a brawl inside Turkey's parliament. Footage shows leftist MP Ahmet Sik, from the Workers' Party of Turkey (TIP), on the stand giving a speech as Alpay Ozalan, an MP from Recep Tayyip Erdogan's ruling AK party, approaches and attempts to slap him."
BBC,https://www.bbc.com/news/articles/c24p7mgp2d6o,Teenager stabs five at outdoor cafe in Turkey,13 Aug 2024,"A teenager has been detained after he videoed himself stabbing five people who were sitting in an open-air cafe in the northwestern Turkish city of Eskisehir. Turkish media reported that patrons of the tea garden - in a park in the north-west of the city, which sits around 140 miles west of the capital, Ankara - had been relaxing after praying at a nearby mosque. An image of the items the teenager was arrested with, published by the Turkish government, shows he was carrying two knives and a small axe. According to Turkish online newspaper T24, they were aged 87, 71, 57, 64 and 64, respectively. Police believe he may have been influenced by computer games, several Turkish news sites reported. Footage posted on X/Twitter by Ali Yerlikaya, Turkey's interior minister, shows the suspect lying face down on the street while handcuffed after he had been detained by police."
BBC,https://www.bbc.com/news/articles/cvg5l99v73do,Charity scrambles to save dogs amid cull fears,11 Aug 2024,"An Eastbourne-based charity is working to save stray dogs in Turkey following fears of a possible government cull. Turkey passed a controversial law in July to get millions of dogs off the streets and into shelters, but critics claim it could lead to mass culling to save cost and space, with many facilities already overcrowded. Ms Smart's rescue centre in Turkey has just had to find extra space to take in 21 dogs - all Golden Retrievers - on top of the 55 currently there. Turkey's government estimates there are around four million stray dogs in the country. Turkish lawmakers say stray dogs are attacking people or causing serious traffic accidents. Under the new rules, any dogs with untreatable diseases or are aggressive will be put down, though Turkey's government insists all healthy animals will be put up for adoption."
